11:31:46,11:31:47,-119;
11:31:57,11:31:58,-130;
11:32:07,11:32:09,-119;
11:32:18,11:32:20,-125;
11:32:29,11:32:31,-119;
11:32:40,11:32:42,-125;
11:32:51,11:32:53,-128;
11:33:02,11:33:04,-130;
11:33:13,11:33:15,-124;
11:33:24,11:33:26,-119;
11:33:35,11:33:37,-131;
11:34:12,11:34:14,-133;
11:34:25,11:34:26,-128;
11:35:01,11:35:02,-119;
11:35:12,11:35:13,-123;
11:35:23,11:35:24,-130;
11:35:34,11:35:35,-118;
11:35:45,11:35:46,-124;
11:35:57,11:35:59,-118;
11:36:08,11:36:09,-118;
11:36:19,11:36:20,-126;
11:36:42,11:36:44,-119;
11:36:53,11:36:55,-124;
11:37:04,11:37:06,-120;
11:37:15,11:37:17,-122;
11:37:26,11:37:28,-137;
11:37:39,11:37:40,-123;
11:37:50,11:37:51,-123;
11:38:01,11:38:02,-123;
11:38:12,11:38:13,-117;
11:38:23,11:38:24,-123;
11:38:33,11:38:35,-120;
11:38:46,11:38:47,-131;
11:38:57,11:38:58,-123;
11:39:08,11:39:09,-132;
11:39:20,11:39:22,-118;
11:39:31,11:39:33,-126;
11:39:42,11:39:44,-125;
11:39:53,11:39:55,-122;
11:40:04,11:40:06,-130;
11:40:15,11:40:17,-131;
11:40:28,11:40:29,-124;
11:40:39,11:40:40,-123;
11:41:02,11:41:03,-139;
11:41:13,11:41:14,-128;
11:41:25,11:41:27,-129;
11:41:36,11:41:38,-125;
11:41:47,11:41:49,-136;
11:42:00,11:42:01,-134;
11:42:12,11:42:14,-118;
11:42:23,11:42:25,-124;
11:42:34,11:42:36,-138;
11:42:59,11:43:00,-128;
11:43:11,11:43:13,-121;
11:43:22,11:43:24,-122;
11:43:33,11:43:35,-124;
11:43:44,11:43:46,-132;
11:44:09,11:44:11,-126;
11:44:20,11:44:21,-126;
11:44:31,11:44:32,-126;
11:44:42,11:44:43,-130;
11:44:53,11:44:54,-124;
11:45:04,11:45:05,-123;
11:45:15,11:45:16,-118;
11:45:26,11:45:27,-116;
11:45:37,11:45:38,-116;
11:45:48,11:45:49,-118;
11:45:59,11:46:00,-121;
11:46:10,11:46:11,-135;
11:46:22,11:46:24,-128;
11:46:33,11:46:35,-116;
11:46:44,11:46:46,-132;
11:46:56,11:46:58,-114;
11:47:07,11:47:09,-128;
11:47:18,11:47:20,-115;
11:47:29,11:47:31,-115;
11:47:40,11:47:42,-121;
11:47:51,11:47:53,-116;
11:48:02,11:48:04,-116;
11:48:13,11:48:15,-114;
11:48:24,11:48:26,-121;
11:48:35,11:48:37,-125;
11:48:46,11:48:48,-114;
11:49:22,11:49:23,-129;
11:49:33,11:49:34,-117;
11:49:44,11:49:45,-122;
11:50:20,11:50:21,-118;
11:50:31,11:50:32,-126;
