10:49:42,10:49:42,-135;
10:49:53,10:49:54,-123;
10:50:33,10:50:33,-130;
10:50:44,10:50:45,-135;
10:51:19,10:51:20,-132;
10:51:38,10:51:38,-123;
10:51:42,10:51:43,-129;
10:51:47,10:51:47,-132;
10:51:51,10:51:52,-137;
10:52:19,10:52:20,-131;
10:52:24,10:52:24,-126;
10:52:35,10:52:36,-135;
10:52:53,10:52:54,-122;
10:53:12,10:53:12,-134;
10:53:19,10:53:19,-126;
10:53:30,10:53:31,-130;
10:53:42,10:53:42,-137;
10:53:49,10:53:49,-132;
10:53:56,10:53:56,-128;
10:54:00,10:54:01,-126;
10:54:12,10:54:12,-128;
10:54:16,10:54:17,-132;
10:54:35,10:54:35,-118;
10:54:39,10:54:40,-125;
10:54:44,10:54:44,-126;
10:54:48,10:54:49,-118;
10:54:53,10:54:53,-118;
10:54:57,10:54:58,-127;
10:55:02,10:55:02,-118;
10:55:06,10:55:07,-132;
10:55:13,10:55:14,-128;
10:55:18,10:55:18,-128;
10:55:22,10:55:23,-141;
10:55:29,10:55:30,-131;
10:55:34,10:55:34,-124;
10:55:38,10:55:39,-125;
10:55:43,10:55:43,-122;
10:55:47,10:55:48,-117;
10:55:52,10:55:52,-118;
10:55:56,10:55:57,-124;
10:56:01,10:56:01,-125;
10:56:05,10:56:05,-136;
10:56:12,10:56:12,-118;
10:56:16,10:56:17,-123;
10:56:28,10:56:28,-123;
10:56:39,10:56:40,-118;
10:56:51,10:56:51,-126;
10:56:55,10:56:56,-128;
10:57:00,10:57:00,-123;
10:57:04,10:57:05,-130;
10:57:09,10:57:09,-127;
10:57:13,10:57:14,-118;
10:57:18,10:57:18,-126;
10:57:36,10:57:37,-133;
10:57:43,10:57:44,-125;
10:57:48,10:57:48,-128;
10:58:06,10:58:07,-129;
10:58:11,10:58:11,-128;
10:58:15,10:58:16,-129;
10:58:20,10:58:20,-132;
10:58:24,10:58:25,-133;
10:58:31,10:58:32,-129;
10:58:50,10:58:50,-130;
10:58:57,10:58:57,-131;
10:59:08,10:59:09,-124;
10:59:13,10:59:13,-126;
10:59:17,10:59:17,-125;
10:59:21,10:59:22,-127;
10:59:26,10:59:26,-133;
10:59:33,10:59:33,-128;
