10:30:07,10:30:07,-126;
10:30:09,10:30:10,-115;
10:30:12,10:30:12,-114;
10:30:15,10:30:15,-113;
10:30:17,10:30:18,-115;
10:30:20,10:30:20,-113;
10:30:23,10:30:23,-113;
10:30:25,10:30:26,-117;
10:30:28,10:30:28,-114;
10:30:31,10:30:31,-114;
10:30:33,10:30:33,-125;
10:30:36,10:30:36,-124;
10:30:38,10:30:39,-132;
10:30:44,10:30:44,-121;
10:30:46,10:30:47,-125;
10:30:49,10:30:49,-115;
10:31:02,10:31:03,-131;
10:31:08,10:31:08,-128;
10:31:16,10:31:16,-124;
10:31:29,10:31:29,-118;
10:31:32,10:31:32,-123;
10:31:34,10:31:35,-116;
10:31:37,10:31:37,-123;
10:31:45,10:31:45,-117;
10:31:48,10:31:48,-121;
10:31:50,10:31:51,-118;
10:31:53,10:31:53,-122;
10:31:56,10:31:56,-117;
10:31:58,10:31:59,-118;
10:32:01,10:32:01,-125;
10:32:04,10:32:04,-125;
10:32:06,10:32:07,-128;
10:32:17,10:32:17,-128;
10:32:22,10:32:23,-128;
10:32:25,10:32:25,-128;
10:32:30,10:32:31,-127;
10:32:33,10:32:33,-131;
10:32:36,10:32:36,-127;
10:32:38,10:32:39,-124;
10:32:41,10:32:41,-125;
10:32:44,10:32:44,-125;
10:32:46,10:32:47,-117;
10:32:49,10:32:49,-118;
10:32:52,10:32:52,-117;
10:32:54,10:32:54,-126;
10:32:57,10:32:57,-124;
10:33:00,10:33:00,-123;
10:33:18,10:33:18,-131;
10:33:21,10:33:21,-132;
10:33:24,10:33:24,-124;
10:33:26,10:33:26,-126;
10:33:29,10:33:29,-126;
10:33:31,10:33:32,-126;
10:33:34,10:33:34,-125;
10:33:37,10:33:37,-127;
10:33:39,10:33:40,-125;
10:33:42,10:33:42,-122;
10:33:45,10:33:45,-122;
10:33:47,10:33:48,-128;
10:33:50,10:33:50,-128;
10:33:53,10:33:53,-123;
10:33:55,10:33:56,-121;
10:33:58,10:33:58,-127;
10:34:01,10:34:01,-124;
10:34:03,10:34:03,-124;
10:34:06,10:34:06,-124;
10:34:09,10:34:09,-131;
10:34:14,10:34:14,-127;
10:34:17,10:34:17,-130;
10:34:22,10:34:22,-122;
10:34:25,10:34:25,-130;
10:34:27,10:34:27,-124;
10:34:30,10:34:30,-126;
10:34:32,10:34:33,-124;
10:34:35,10:34:35,-127;
10:34:38,10:34:38,-133;
10:34:43,10:34:43,-126;
10:34:46,10:34:46,-126;
10:34:48,10:34:49,-118;
10:34:51,10:34:51,-126;
10:34:54,10:34:54,-118;
10:34:56,10:34:57,-126;
10:34:59,10:34:59,-131;
10:35:10,10:35:10,-129;
10:35:15,10:35:15,-126;
10:35:18,10:35:18,-126;
10:35:20,10:35:21,-128;
10:35:26,10:35:26,-123;
10:35:28,10:35:29,-118;
