11:00:43,11:00:43,-134;
11:00:49,11:00:50,-123;
11:00:55,11:00:56,-119;
11:01:01,11:01:02,-126;
11:01:08,11:01:09,-131;
11:01:16,11:01:17,-133;
11:01:33,11:01:34,-133;
11:01:50,11:01:51,-128;
11:02:21,11:02:22,-123;
11:02:27,11:02:28,-119;
11:02:34,11:02:35,-125;
11:02:40,11:02:41,-126;
11:02:46,11:02:47,-131;
11:02:52,11:02:53,-124;
11:03:01,11:03:02,-120;
11:03:07,11:03:08,-124;
11:03:13,11:03:14,-119;
11:03:20,11:03:21,-126;
11:03:26,11:03:27,-120;
11:03:32,11:03:33,-123;
11:03:47,11:03:48,-135;
11:03:53,11:03:54,-130;
11:04:16,11:04:17,-130;
11:04:22,11:04:23,-119;
11:04:37,11:04:38,-120;
11:04:43,11:04:44,-128;
11:05:40,11:05:41,-123;
11:05:46,11:05:47,-124;
11:06:01,11:06:02,-126;
11:06:07,11:06:08,-124;
11:06:14,11:06:14,-134;
11:06:22,11:06:23,-119;
11:06:37,11:06:37,-132;
11:06:51,11:06:52,-120;
11:06:58,11:06:58,-125;
11:07:04,11:07:05,-125;
11:07:10,11:07:11,-118;
11:07:25,11:07:26,-126;
11:07:31,11:07:32,-118;
11:07:37,11:07:38,-129;
11:07:44,11:07:44,-132;
11:07:50,11:07:51,-133;
11:07:58,11:07:59,-119;
11:08:04,11:08:05,-124;
11:08:36,11:08:37,-125;
11:08:42,11:08:43,-129;
11:08:48,11:08:49,-135;
11:08:57,11:08:58,-127;
11:09:03,11:09:04,-126;
11:09:09,11:09:10,-125;
11:09:16,11:09:16,-123;
11:09:22,11:09:23,-128;
11:09:37,11:09:37,-130;
11:09:53,11:09:54,-133;
11:10:10,11:10:11,-123;
11:10:16,11:10:17,-126;
11:10:23,11:10:24,-132;
11:10:29,11:10:30,-125;
11:10:35,11:10:36,-131;
11:10:41,11:10:42,-126;
11:10:48,11:10:49,-123;
11:10:54,11:10:55,-126;
11:11:09,11:11:10,-127;
11:11:15,11:11:16,-120;
11:11:21,11:11:22,-120;
11:11:27,11:11:28,-128;
11:11:34,11:11:35,-120;
11:11:40,11:11:41,-138;
11:11:48,11:11:49,-119;
11:11:55,11:11:55,-126;
11:12:01,11:12:02,-134;
11:12:07,11:12:08,-119;
