11:14:33,11:14:34,-132;
11:14:55,11:14:56,-127;
11:15:16,11:15:17,-126;
11:15:25,11:15:26,-129;
11:15:34,11:15:35,-123;
11:15:44,11:15:45,-131;
11:15:53,11:15:54,-118;
11:16:02,11:16:04,-127;
11:16:34,11:16:35,-120;
11:16:55,11:16:56,-131;
11:17:06,11:17:07,-116;
11:17:15,11:17:16,-117;
11:17:25,11:17:26,-116;
11:17:34,11:17:35,-119;
11:17:43,11:17:45,-136;
11:17:55,11:17:56,-117;
11:18:04,11:18:05,-119;
11:18:13,11:18:14,-118;
11:18:23,11:18:24,-126;
11:18:32,11:18:33,-123;
11:18:41,11:18:43,-126;
11:18:51,11:18:52,-122;
11:19:00,11:19:01,-126;
11:19:09,11:19:11,-122;
11:19:19,11:19:20,-118;
11:19:28,11:19:29,-126;
11:19:38,11:19:39,-129;
11:19:58,11:19:59,-123;
11:20:19,11:20:20,-126;
11:20:28,11:20:29,-118;
11:20:37,11:20:39,-119;
11:20:47,11:20:48,-125;
11:20:56,11:20:57,-122;
11:21:05,11:21:07,-119;
11:21:15,11:21:16,-117;
11:21:24,11:21:25,-118;
11:21:34,11:21:35,-117;
11:21:43,11:21:44,-119;
11:22:03,11:22:05,-118;
11:22:13,11:22:14,-118;
11:22:22,11:22:23,-122;
11:22:32,11:22:33,-116;
11:22:41,11:22:42,-117;
11:22:50,11:22:51,-118;
11:23:00,11:23:01,-118;
11:23:09,11:23:10,-118;
11:23:18,11:23:19,-118;
11:23:28,11:23:29,-118;
11:23:37,11:23:38,-119;
11:23:46,11:23:48,-120;
11:23:56,11:23:57,-118;
11:24:05,11:24:06,-118;
11:24:14,11:24:16,-119;
11:24:24,11:24:25,-124;
11:24:33,11:24:34,-124;
11:24:43,11:24:44,-135;
11:25:05,11:25:06,-129;
11:25:26,11:25:27,-116;
11:25:35,11:25:36,-119;
11:25:44,11:25:45,-124;
11:25:54,11:25:55,-125;
11:26:03,11:26:04,-118;
11:26:12,11:26:13,-117;
11:26:22,11:26:23,-117;
11:26:31,11:26:32,-135;
11:26:42,11:26:43,-124;
11:27:03,11:27:04,-126;
11:27:12,11:27:13,-130;
11:27:22,11:27:23,-127;
11:27:42,11:27:43,-122;
11:28:03,11:28:04,-132;
11:28:14,11:28:15,-130;
11:28:23,11:28:24,-123;
11:28:33,11:28:34,-127;
11:28:42,11:28:43,-130;
11:28:51,11:28:52,-124;
11:29:01,11:29:02,-120;
11:29:10,11:29:11,-126;
11:29:19,11:29:21,-127;
11:30:02,11:30:03,-127;
11:30:12,11:30:13,-123;
11:30:21,11:30:22,-125;
11:30:30,11:30:32,-119;
11:30:40,11:30:41,-130;
