10:17:09,10:17:09,-114;
10:17:10,10:17:10,-116;
10:17:11,10:17:11,-117;
10:17:12,10:17:12,-116;
10:17:13,10:17:14,-118;
10:17:15,10:17:15,-122;
10:17:16,10:17:16,-123;
10:17:24,10:17:24,-120;
10:17:25,10:17:25,-124;
10:17:27,10:17:27,-115;
10:17:28,10:17:28,-115;
10:17:29,10:17:29,-116;
10:17:30,10:17:30,-116;
10:17:32,10:17:32,-117;
10:17:33,10:17:33,-116;
10:17:34,10:17:34,-113;
10:17:35,10:17:35,-113;
10:17:36,10:17:37,-114;
10:17:38,10:17:38,-113;
10:17:39,10:17:39,-113;
10:17:40,10:17:40,-115;
10:17:41,10:17:42,-114;
10:17:43,10:17:43,-115;
10:17:44,10:17:44,-115;
10:17:45,10:17:45,-116;
10:17:46,10:17:46,-116;
10:17:48,10:17:48,-120;
10:17:49,10:17:49,-120;
10:17:50,10:17:50,-125;
10:17:51,10:17:51,-121;
10:17:53,10:17:53,-122;
10:17:54,10:17:54,-124;
10:17:55,10:17:55,-119;
10:17:56,10:17:56,-120;
10:17:57,10:17:58,-119;
10:17:59,10:17:59,-124;
10:18:00,10:18:00,-125;
10:18:01,10:18:01,-121;
10:18:02,10:18:02,-115;
10:18:04,10:18:04,-115;
10:18:05,10:18:05,-122;
10:18:06,10:18:06,-116;
10:18:07,10:18:07,-116;
10:18:09,10:18:09,-116;
10:18:10,10:18:10,-116;
10:18:11,10:18:11,-122;
10:18:12,10:18:12,-121;
10:18:13,10:18:14,-122;
10:18:15,10:18:15,-121;
10:18:16,10:18:16,-125;
10:18:20,10:18:20,-120;
10:18:21,10:18:21,-120;
10:18:23,10:18:23,-119;
10:18:24,10:18:24,-126;
10:18:25,10:18:25,-125;
10:18:26,10:18:26,-123;
10:18:27,10:18:28,-122;
10:18:29,10:18:29,-125;
10:18:30,10:18:30,-121;
10:18:31,10:18:31,-119;
10:18:32,10:18:33,-121;
10:18:34,10:18:34,-124;
10:18:35,10:18:35,-122;
10:18:36,10:18:36,-124;
10:18:37,10:18:37,-127;
10:18:41,10:18:42,-125;
10:18:43,10:18:43,-127;
10:18:44,10:18:44,-123;
10:18:45,10:18:45,-121;
10:18:46,10:18:46,-121;
10:18:48,10:18:48,-124;
10:18:49,10:18:49,-120;
10:18:50,10:18:50,-116;
10:18:51,10:18:51,-116;
10:18:53,10:18:53,-123;
10:18:54,10:18:54,-123;
10:18:55,10:18:55,-122;
10:18:56,10:18:56,-123;
10:18:57,10:18:58,-123;
10:18:59,10:18:59,-122;
10:19:00,10:19:00,-118;
10:19:01,10:19:01,-124;
10:19:02,10:19:03,-123;
10:19:04,10:19:04,-118;
10:19:05,10:19:05,-118;
10:19:06,10:19:06,-117;
10:19:07,10:19:07,-117;
10:19:09,10:19:09,-118;
10:19:10,10:19:10,-118;
10:19:11,10:19:11,-118;
10:19:12,10:19:12,-117;
10:19:14,10:19:14,-117;
10:19:15,10:19:15,-118;
10:19:16,10:19:16,-117;
10:19:17,10:19:17,-121;
10:19:18,10:19:19,-118;
10:19:20,10:19:20,-117;
10:19:21,10:19:21,-117;
10:19:22,10:19:22,-121;
