10:02:52.520,10:02:56.092,False,*
10:02:56.493,10:03:00.113,False,*
10:03:00.497,10:03:04.124,False,*
10:03:04.553,10:03:08.155,False,*
10:03:08.565,10:03:12.211,False,*
10:03:12.596,10:03:16.260,False,*
10:03:16.647,10:03:20.265,False,*
10:03:20.681,10:03:24.311,False,*
10:03:24.701,10:03:28.324,False,*
10:03:28.719,10:03:32.350,False,*
10:03:32.774,10:03:36.400,False,*
10:03:36.811,10:03:40.437,False,*
10:03:40.811,10:03:44.454,False,*
10:03:44.845,10:03:48.512,False,*
10:03:48.904,10:03:52.534,False,*
10:03:52.911,10:03:56.561,False,*
10:03:56.943,10:04:00.590,False,*
10:04:00.985,10:04:04.599,False,*
10:04:05.001,10:04:08.642,False,*
10:04:09.037,10:04:12.696,False,*
10:04:13.074,10:04:16.714,False,*
10:04:17.101,10:04:20.756,False,*
10:04:21.155,10:04:24.800,False,*
10:04:25.189,10:04:28.811,False,*
10:04:29.189,10:04:32.845,False,*
10:04:33.257,10:04:36.854,False,*
10:04:37.266,10:04:40.911,False,*
10:04:41.307,10:04:44.934,False,*
10:04:45.349,10:04:48.956,False,*
10:04:49.350,10:04:53.003,False,*
10:04:53.392,10:04:57.032,False,*
10:04:57.450,10:05:01.059,False,*
10:05:01.474,10:05:05.080,False,*
10:05:05.483,10:05:09.124,False,*
10:05:09.536,10:05:13.146,False,*
10:05:13.570,10:05:17.183,False,*
10:05:17.583,10:05:21.214,False,*
10:05:21.622,10:05:25.244,False,*
10:05:25.650,10:05:26.401,True,-132
10:05:26.761,10:05:30.420,False,*
10:05:30.791,10:05:34.446,False,*
10:05:34.837,10:05:38.477,False,*
10:05:38.857,10:05:42.507,False,*
10:05:42.891,10:05:46.552,False,*
10:05:46.942,10:05:50.554,False,*
10:05:50.954,10:05:54.584,False,*
10:05:54.992,10:05:58.618,False,*
10:05:59.046,10:06:02.674,False,*
10:06:03.052,10:06:06.689,False,*
10:06:07.092,10:06:10.732,False,*
10:06:11.136,10:06:14.774,False,*
10:06:15.140,10:06:18.783,False,*
10:06:19.191,10:06:22.804,False,*
10:06:23.212,10:06:26.874,False,*
10:06:27.253,10:06:30.880,False,*
10:06:31.290,10:06:34.904,False,*
10:06:35.330,10:06:38.960,False,*
10:06:39.350,10:06:42.966,False,*
10:06:43.384,10:06:47.011,False,*
10:06:47.420,10:06:51.035,False,*
10:06:51.450,10:06:55.076,False,*
10:06:55.459,10:06:59.110,False,*
10:06:59.493,10:07:03.146,False,*
10:07:03.544,10:07:07.164,False,*
10:07:07.562,10:07:11.213,False,*
10:07:11.596,10:07:15.238,False,*
10:07:15.617,10:07:19.252,False,*
10:07:19.659,10:07:23.297,False,*
10:07:23.712,10:07:27.330,False,*
10:07:27.722,10:07:28.446,True,-131
10:07:28.841,10:07:32.493,False,*
10:07:32.872,10:07:36.512,False,*
10:07:36.910,10:07:40.552,False,*
10:07:40.936,10:07:44.576,False,*
10:07:44.984,10:07:48.620,False,*
10:07:49.016,10:07:52.657,False,*
10:07:53.056,10:07:56.685,False,*
10:07:57.081,10:08:00.719,False,*
10:08:01.102,10:08:04.754,False,*
10:08:05.121,10:08:08.756,False,*
10:08:09.151,10:08:12.783,False,*
10:08:13.192,10:08:16.824,False,*
10:08:17.224,10:08:20.850,False,*
10:08:21.249,10:08:24.880,False,*
10:08:25.281,10:08:28.936,False,*
10:08:29.316,10:08:32.964,False,*
10:08:33.348,10:08:36.992,False,*
10:08:37.388,10:08:41.013,False,*
10:08:41.401,10:08:45.062,False,*
10:08:45.444,10:08:49.077,False,*
10:08:49.471,10:08:53.117,False,*
10:08:53.502,10:08:57.162,False,*
10:08:57.560,10:09:01.168,False,*
10:09:01.580,10:09:05.196,False,*
10:09:05.631,10:09:09.253,False,*
10:09:09.654,10:09:13.286,False,*
10:09:13.692,10:09:17.314,False,*
10:09:17.710,10:09:21.320,False,*
10:09:21.762,10:09:25.354,False,*
10:09:25.754,10:09:29.382,False,*
