10:30:55.623,-132,10:30:55.758
10:31:01.784,-135,10:31:01.924
10:31:03.450,-131,10:31:03.628
10:31:05.121,-130,10:31:05.298
10:31:24.865,-134,10:31:25.009
10:31:26.515,-132,10:31:26.706
10:31:37.226,-128,10:31:37.403
10:31:38.887,-129,10:31:39.068
10:31:40.576,-129,10:31:40.719
10:31:42.235,-130,10:31:42.414
10:31:43.897,-134,10:31:44.081
10:31:45.600,-134,10:31:45.772
10:31:47.251,-133,10:31:47.416
10:31:51.797,-130,10:31:51.939
10:31:53.458,-132,10:31:53.602
10:31:55.122,-133,10:31:55.265
10:31:56.799,-134,10:31:56.936
10:31:58.451,-133,10:31:58.618
10:32:13.703,-133,10:32:13.834
10:32:19.862,-128,10:32:20.039
10:32:21.562,-130,10:32:21.721
10:32:23.216,-128,10:32:23.361
10:32:24.867,-130,10:32:25.045
10:32:26.583,-132,10:32:26.712
10:32:28.220,-132,10:32:28.398
10:32:38.936,-131,10:32:39.070
10:32:40.595,-131,10:32:40.789
10:32:46.796,-137,10:32:46.938
10:32:48.455,-130,10:32:48.634
10:32:54.646,-133,10:32:54.808
10:32:56.320,-134,10:32:56.464
10:32:57.995,-131,10:32:58.142
10:32:59.670,-136,10:32:59.812
10:33:05.852,-132,10:33:06.037
10:33:07.541,-134,10:33:07.683
10:33:09.202,-132,10:33:09.370
10:33:10.867,-131,10:33:11.058
10:33:12.568,-132,10:33:12.710
10:33:18.742,-131,10:33:18.888
10:33:20.414,-129,10:33:20.551
10:33:22.067,-129,10:33:22.258
10:33:23.742,-127,10:33:23.921
10:33:25.448,-128,10:33:25.584
10:33:27.090,-130,10:33:27.270
10:33:28.783,-133,10:33:28.929
10:33:30.436,-133,10:33:30.626
10:33:32.131,-132,10:33:32.272
10:33:33.817,-135,10:33:33.964
10:33:35.469,-130,10:33:35.648
10:33:37.141,-132,10:33:37.330
10:33:38.851,-134,10:33:38.998
10:33:45.026,-135,10:33:45.156
10:33:46.674,-136,10:33:46.852
10:33:55.697,-134,10:33:55.867
10:33:57.383,-132,10:33:57.528
10:33:59.040,-136,10:33:59.219
10:34:00.754,-134,10:34:00.897
10:34:06.922,-131,10:34:07.067
10:34:08.593,-130,10:34:08.742
10:34:10.279,-133,10:34:10.418
10:34:11.956,-134,10:34:12.095
10:34:36.176,-133,10:34:36.307
10:34:37.836,-131,10:34:38.014
10:34:39.532,-132,10:34:39.668
10:34:54.739,-131,10:34:54.883
10:35:00.901,-129,10:35:01.077
10:35:02.563,-129,10:35:02.739
10:35:04.260,-128,10:35:04.404
10:35:05.920,-128,10:35:06.098
10:35:07.590,-129,10:35:07.779
10:35:09.271,-130,10:35:09.419
