09:49:18.098,-131,09:49:18.193
09:49:19.073,-131,09:49:19.121
09:51:31.956,-133,09:51:32.040
09:52:14.657,-128,09:52:14.753
09:52:15.613,-131,09:52:15.708
09:52:16.580,-130,09:52:16.628
09:53:31.264,-130,09:53:31.368
09:53:32.209,-128,09:53:32.305
09:53:37.082,-130,09:53:37.115
09:53:37.997,-130,09:53:38.087
09:53:42.852,-133,09:53:42.949
09:53:47.671,-132,09:53:47.768
09:54:00.282,-132,09:54:00.334
09:54:01.235,-133,09:54:01.318
09:54:06.078,-128,09:54:06.126
09:54:14.773,-127,09:54:14.871
09:54:15.725,-133,09:54:15.806
09:54:20.604,-127,09:54:20.651
09:54:21.546,-128,09:54:21.595
09:54:22.471,-128,09:54:22.565
09:54:23.463,-129,09:54:23.544
