10:41:39.161,-127,10:41:39.402
10:41:41.279,-128,10:41:41.497
10:41:43.395,-131,10:41:43.662
10:41:50.448,-132,10:41:50.633
10:41:52.544,-131,10:41:52.779
10:41:54.692,-134,10:41:54.927
10:41:56.809,-135,10:41:57.042
10:41:58.946,-132,10:41:59.166
10:42:01.057,-130,10:42:01.289
10:42:03.219,-132,10:42:03.451
10:42:05.317,-133,10:42:05.549
10:42:07.455,-134,10:42:07.688
10:42:09.596,-131,10:42:09.830
10:42:16.608,-134,10:42:16.852
10:42:18.742,-136,10:42:18.968
10:42:20.881,-134,10:42:21.106
10:42:23.012,-138,10:42:23.236
10:42:30.000,-134,10:42:30.227
10:42:32.122,-135,10:42:32.365
10:42:34.252,-135,10:42:34.495
10:42:36.386,-133,10:42:36.628
10:42:38.528,-139,10:42:38.763
10:42:43.401,-133,10:42:43.618
10:42:50.446,-129,10:42:50.637
10:42:57.447,-128,10:42:57.673
10:42:59.562,-128,10:42:59.802
10:43:06.583,-136,10:43:06.828
10:43:18.498,-136,10:43:18.736
10:43:20.615,-135,10:43:20.840
10:43:27.656,-133,10:43:27.892
10:43:29.776,-131,10:43:29.988
10:43:31.923,-132,10:43:32.148
10:43:43.822,-129,10:43:44.060
10:43:45.959,-132,10:43:46.152
10:43:48.051,-134,10:43:48.291
10:43:55.078,-138,10:43:55.306
10:44:02.099,-135,10:44:02.331
10:44:04.215,-133,10:44:04.441
10:44:06.381,-134,10:44:06.607
10:44:08.503,-134,10:44:08.745
10:44:10.616,-135,10:44:10.846
10:44:22.541,-135,10:44:22.772
10:44:29.535,-134,10:44:29.763
10:44:36.555,-133,10:44:36.806
10:44:38.668,-131,10:44:38.906
10:44:50.584,-134,10:44:50.828
10:45:02.486,-136,10:45:02.728
10:45:33.973,-131,10:45:34.186
10:45:55.672,-126,10:45:55.862
10:45:57.762,-130,10:45:58.009
10:45:59.925,-134,10:46:00.151
10:46:02.044,-133,10:46:02.278
10:46:04.182,-133,10:46:04.414
10:46:11.177,-132,10:46:11.408
10:46:13.307,-131,10:46:13.566
10:46:15.474,-135,10:46:15.669
10:46:20.332,-130,10:46:20.570
10:46:22.442,-134,10:46:22.681
10:46:44.134,-129,10:46:44.373
10:46:46.275,-136,10:46:46.486
10:46:48.426,-135,10:46:48.656
10:46:50.513,-137,10:46:50.751
