10:56:13.743,-132,10:56:14.015
10:56:16.394,-134,10:56:16.675
10:56:19.036,-132,10:56:19.318
10:56:21.699,-134,10:56:21.980
10:56:24.311,-133,10:56:24.591
10:56:26.959,-129,10:56:27.239
10:56:34.971,-131,10:56:35.254
10:56:37.627,-130,10:56:37.906
10:56:40.283,-135,10:56:40.564
10:56:42.892,-132,10:56:43.172
10:56:50.901,-133,10:56:51.190
10:56:53.549,-139,10:56:53.821
10:56:56.191,-134,10:56:56.464
10:57:04.202,-133,10:57:04.495
10:57:06.827,-139,10:57:07.148
10:57:12.200,-131,10:57:12.499
10:57:14.827,-135,10:57:15.112
10:57:17.480,-132,10:57:17.766
10:57:20.158,-137,10:57:20.400
10:57:28.117,-134,10:57:28.399
10:57:36.140,-129,10:57:36.406
10:57:38.771,-133,10:57:39.045
10:57:41.440,-137,10:57:41.715
10:57:44.053,-132,10:57:44.362
10:57:46.719,-132,10:57:47.008
10:57:49.363,-132,10:57:49.626
10:58:02.731,-137,10:58:03.005
10:58:05.343,-138,10:58:05.668
10:58:13.344,-137,10:58:13.666
10:58:16.014,-132,10:58:16.301
10:58:18.668,-131,10:58:18.956
10:58:31.996,-132,10:58:32.283
10:58:40.004,-133,10:58:40.279
10:58:42.637,-134,10:58:42.942
10:58:45.277,-135,10:58:45.591
10:58:47.960,-135,10:58:48.219
10:58:50.574,-136,10:58:50.885
10:59:03.947,-130,10:59:04.224
10:59:06.595,-135,10:59:06.875
10:59:09.252,-135,10:59:09.532
10:59:11.863,-137,10:59:12.144
10:59:17.219,-136,10:59:17.501
10:59:19.871,-133,10:59:20.150
10:59:22.532,-136,10:59:22.814
10:59:33.226,-138,10:59:33.522
10:59:46.573,-135,10:59:46.855
11:00:05.294,-133,11:00:05.574
11:00:07.926,-139,11:00:08.220
11:00:15.968,-135,11:00:16.209
11:00:23.941,-133,11:00:24.212
11:00:26.612,-131,11:00:26.853
11:00:29.243,-132,11:00:29.521
11:00:31.899,-132,11:00:32.157
11:00:34.514,-131,11:00:34.795
11:00:42.548,-133,11:00:42.822
11:00:45.182,-132,11:00:45.469
11:00:47.800,-137,11:00:48.087
11:00:50.448,-132,11:00:50.730
11:00:53.101,-131,11:00:53.376
11:00:55.757,-135,11:00:56.015
11:00:58.412,-133,11:00:58.703
11:01:01.062,-129,11:01:01.302
11:01:03.702,-136,11:01:03.967
11:01:06.320,-133,11:01:06.605
11:01:08.999,-133,11:01:09.237
11:01:11.615,-131,11:01:11.922
11:01:14.248,-132,11:01:14.574
11:01:27.635,-127,11:01:27.912
11:01:30.248,-129,11:01:30.536
11:01:32.901,-135,11:01:33.192
11:01:40.895,-132,11:01:41.189
