10:23:44.451,-134,10:23:44.596
10:23:54.706,-134,10:23:54.868
10:24:00.622,-136,10:24:00.763
10:24:24.059,-136,10:24:24.202
10:24:37.189,-135,10:24:37.319
10:24:47.449,-135,10:24:47.623
10:24:53.363,-135,10:24:53.485
10:24:54.880,-134,10:24:55.024
10:24:56.418,-135,10:24:56.548
10:25:02.327,-132,10:25:02.440
10:25:03.842,-134,10:25:03.986
10:25:05.353,-132,10:25:05.532
10:25:06.909,-134,10:25:07.054
10:25:08.432,-134,10:25:08.556
10:25:09.947,-134,10:25:10.090
10:25:11.466,-134,10:25:11.605
10:25:13.011,-132,10:25:13.155
10:25:14.544,-134,10:25:14.686
10:25:16.068,-133,10:25:16.210
10:25:21.969,-132,10:25:22.091
10:25:23.472,-132,10:25:23.648
10:25:25.033,-134,10:25:25.167
10:25:26.525,-136,10:25:26.706
10:25:35.305,-134,10:25:35.462
10:25:45.582,-136,10:25:45.724
10:25:47.120,-134,10:25:47.256
10:25:48.621,-135,10:25:48.756
10:25:53.011,-136,10:25:53.137
10:26:10.535,-135,10:26:10.669
10:26:14.889,-136,10:26:15.066
10:26:16.434,-130,10:26:16.567
10:26:17.962,-132,10:26:18.092
10:26:41.396,-128,10:26:41.525
10:26:42.899,-131,10:26:43.037
10:27:19.458,-133,10:27:19.594
10:27:20.958,-134,10:27:21.103
10:27:22.504,-133,10:27:22.650
10:27:41.552,-133,10:27:41.682
10:27:43.068,-132,10:27:43.214
10:27:44.589,-135,10:27:44.719
10:27:46.127,-131,10:27:46.258
10:27:47.641,-133,10:27:47.770
10:27:53.568,-132,10:27:53.696
10:27:59.452,-132,10:27:59.581
10:28:00.968,-131,10:28:01.144
10:28:06.888,-127,10:28:07.017
10:28:08.431,-131,10:28:08.545
10:28:09.962,-133,10:28:10.092
10:28:15.842,-134,10:28:15.987
10:28:17.362,-129,10:28:17.505
10:28:23.260,-129,10:28:23.439
10:28:24.830,-128,10:28:24.973
10:28:26.355,-133,10:28:26.502
10:28:27.848,-133,10:28:27.994
10:28:29.403,-127,10:28:29.532
10:28:30.909,-131,10:28:31.051
10:28:32.429,-133,10:28:32.563
