09:38:28.996,-128,09:38:29.031
09:38:29.878,-128,09:38:29.925
09:38:30.752,-130,09:38:30.800
09:38:39.207,-127,09:38:39.255
09:39:21.950,-131,09:39:21.998
09:39:41.814,-132,09:39:41.895
09:39:42.699,-130,09:39:42.747
09:39:43.575,-129,09:39:43.641
09:39:44.459,-129,09:39:44.507
09:39:45.304,-131,09:39:45.385
09:39:50.011,-130,09:39:50.058
09:39:50.874,-129,09:39:50.922
09:39:51.751,-131,09:39:51.799
09:40:04.008,-132,09:40:04.104
09:40:04.886,-132,09:40:04.957
09:40:24.781,-132,09:40:24.830
09:40:25.636,-131,09:40:25.732
09:40:26.528,-130,09:40:26.578
09:40:27.386,-131,09:40:27.480
09:42:03.382,-128,09:42:03.468
09:42:04.255,-127,09:42:04.303
09:42:05.151,-127,09:42:05.200
09:42:05.987,-128,09:42:06.083
09:42:06.878,-127,09:42:06.925
09:42:07.763,-127,09:42:07.810
09:42:08.625,-128,09:42:08.673
09:42:09.470,-129,09:42:09.565
09:42:10.357,-126,09:42:10.438
09:42:34.045,-130,09:42:34.140
09:42:46.365,-126,09:42:46.413
09:42:47.243,-131,09:42:47.276
09:43:03.331,-130,09:43:03.378
