10:48:19.477,-130,10:48:19.702
10:48:42.340,-132,10:48:42.600
10:48:49.844,-129,10:48:50.089
10:48:52.232,-132,10:48:52.518
10:49:04.867,-135,10:49:05.113
10:49:22.635,-134,10:49:22.872
10:49:25.002,-133,10:49:25.280
10:49:32.512,-132,10:49:32.796
10:50:26.158,-134,10:50:26.384
10:50:33.654,-130,10:50:33.885
10:50:36.021,-135,10:50:36.282
10:50:43.544,-135,10:50:43.785
10:50:48.646,-139,10:50:48.939
10:51:04.059,-137,10:51:04.280
10:51:14.294,-133,10:51:14.515
10:51:19.405,-132,10:51:19.646
10:51:21.770,-133,10:51:22.054
10:51:39.554,-135,10:51:39.794
10:52:12.663,-138,10:52:12.904
10:52:15.060,-132,10:52:15.301
10:52:17.457,-138,10:52:17.698
10:52:43.044,-130,10:52:43.335
10:52:45.444,-131,10:52:45.703
10:53:13.425,-139,10:53:13.699
10:54:25.163,-131,10:54:25.403
10:54:27.536,-126,10:54:27.811
10:54:35.066,-135,10:54:35.307
10:54:50.408,-130,10:54:50.666
10:54:57.926,-136,10:54:58.217
10:55:08.157,-137,10:55:08.445
