10:35:58.378,-132,10:35:58.565
10:36:00.246,-132,10:36:00.451
10:36:11.418,-133,10:36:11.651
10:36:13.286,-135,10:36:13.514
10:36:15.192,-133,10:36:15.364
10:36:21.679,-132,10:36:21.897
10:36:26.368,-133,10:36:26.561
10:36:28.207,-133,10:36:28.419
10:36:30.099,-136,10:36:30.321
10:36:44.062,-135,10:36:44.255
10:36:50.570,-133,10:36:50.811
10:36:57.116,-133,10:36:57.306
10:37:26.898,-133,10:37:27.112
10:37:33.465,-135,10:37:33.642
10:37:39.975,-131,10:37:40.204
10:37:41.835,-131,10:37:42.047
10:37:43.696,-131,10:37:43.934
10:37:54.877,-134,10:37:55.117
10:38:01.430,-135,10:38:01.640
10:38:07.936,-133,10:38:08.130
10:38:09.805,-132,10:38:10.032
10:38:16.355,-132,10:38:16.547
10:38:18.220,-134,10:38:18.400
10:38:20.075,-131,10:38:20.314
10:38:26.627,-136,10:38:26.821
10:38:28.498,-132,10:38:28.693
10:38:30.343,-135,10:38:30.565
10:38:32.210,-132,10:38:32.452
10:38:38.752,-135,10:38:38.937
10:38:45.263,-135,10:38:45.496
10:38:47.143,-131,10:38:47.357
10:38:49.019,-133,10:38:49.210
10:38:50.900,-135,10:38:51.086
10:39:02.048,-132,10:39:02.281
10:39:03.921,-131,10:39:04.163
10:39:05.802,-137,10:39:06.001
10:39:07.656,-134,10:39:07.897
10:39:09.532,-135,10:39:09.771
10:39:25.389,-135,10:39:25.580
10:39:27.251,-135,10:39:27.445
10:39:38.425,-133,10:39:38.651
10:39:40.301,-135,10:39:40.492
10:39:46.831,-136,10:39:47.056
10:39:48.691,-138,10:39:48.931
10:40:04.552,-135,10:40:04.777
10:40:15.733,-134,10:40:15.945
10:40:31.542,-137,10:40:31.784
10:40:38.085,-134,10:40:38.312
10:40:39.954,-134,10:40:40.194
10:40:51.146,-134,10:40:51.335
10:40:53.004,-131,10:40:53.241
10:40:54.868,-132,10:40:55.108
10:40:56.745,-133,10:40:56.945
10:40:58.642,-130,10:40:58.848
10:41:00.498,-133,10:41:00.692
10:41:02.352,-132,10:41:02.566
