12:48:49,12:48:49,False,*;
12:48:54,12:48:54,True,-124;
12:48:56,12:48:56,True,-128;
12:48:58,12:48:58,True,-124;
12:49:00,12:49:00,True,-129;
12:49:01,12:49:01,False,*;
12:49:06,12:49:06,True,-126;
12:49:08,12:49:08,True,-128;
12:49:10,12:49:10,True,-126;
12:49:12,12:49:12,True,-124;
12:49:14,12:49:14,True,-125;
12:49:15,12:49:15,True,-122;
12:49:17,12:49:17,True,-125;
12:49:19,12:49:19,True,-123;
12:49:21,12:49:21,True,-124;
12:49:23,12:49:23,True,-129;
12:49:25,12:49:25,True,-122;
12:49:27,12:49:27,True,-122;
12:49:29,12:49:29,True,-121;
12:49:30,12:49:30,True,-119;
12:49:32,12:49:32,True,-120;
12:49:34,12:49:34,True,-123;
12:49:36,12:49:36,True,-122;
12:49:38,12:49:38,True,-121;
12:49:40,12:49:40,True,-123;
12:49:42,12:49:42,True,-119;
12:49:44,12:49:44,True,-121;
12:49:45,12:49:45,True,-122;
12:49:47,12:49:47,True,-124;
12:49:49,12:49:49,True,-125;
12:49:51,12:49:51,False,*;
12:49:56,12:49:56,True,-124;
12:49:58,12:49:58,True,-129;
12:49:59,12:49:59,True,-129;
12:50:01,12:50:01,False,*;
12:50:06,12:50:06,True,-132;
12:50:08,12:50:08,True,-125;
12:50:10,12:50:10,True,-128;
12:50:12,12:50:12,False,*;
12:50:16,12:50:16,True,-130;
12:50:18,12:50:18,True,-128;
12:50:20,12:50:20,False,*;
12:50:25,12:50:25,False,*;
12:50:29,12:50:29,False,*;
12:50:34,12:50:34,False,*;
12:50:39,12:50:39,True,-121;
12:50:40,12:50:40,True,-124;
12:50:42,12:50:42,True,-121;
12:50:44,12:50:44,True,-119;
12:50:46,12:50:46,True,-120;
12:50:48,12:50:48,True,-126;
12:50:50,12:50:50,False,*;
12:50:55,12:50:55,True,-122;
12:50:56,12:50:56,True,-122;
12:50:58,12:50:58,True,-119;
12:51:00,12:51:00,True,-124;
12:51:02,12:51:02,True,-126;
12:51:04,12:51:04,True,-122;
12:51:06,12:51:06,True,-123;
12:51:08,12:51:08,True,-120;
12:51:09,12:51:09,True,-122;
12:51:11,12:51:11,True,-120;
12:51:13,12:51:13,True,-126;
12:51:15,12:51:15,True,-120;
12:51:17,12:51:17,True,-119;
12:51:19,12:51:19,True,-123;
12:51:21,12:51:21,True,-129;
12:51:23,12:51:23,True,-128;
12:51:24,12:51:24,False,*;
12:51:29,12:51:29,True,-122;
12:51:31,12:51:31,True,-119;
12:51:33,12:51:33,True,-123;
12:51:35,12:51:35,True,-126;
12:51:37,12:51:37,True,-130;
12:51:38,12:51:38,False,*;
12:51:43,12:51:43,False,*;
12:51:48,12:51:48,False,*;
12:51:52,12:51:52,True,-116;
12:51:54,12:51:54,True,-118;
12:51:56,12:51:56,True,-117;
12:51:58,12:51:58,True,-111;
12:52:00,12:52:00,True,-117;
12:52:02,12:52:02,True,-128;
12:52:04,12:52:04,False,*;
12:52:08,12:52:08,False,*;
12:52:13,12:52:13,True,-122;
12:52:15,12:52:15,True,-121;
12:52:17,12:52:17,True,-121;
12:52:19,12:52:19,True,-127;
12:52:20,12:52:20,True,-115;
12:52:22,12:52:22,True,-116;
12:52:24,12:52:24,True,-129;
12:52:26,12:52:26,True,-118;
12:52:28,12:52:28,True,-117;
12:52:30,12:52:30,True,-124;
12:52:32,12:52:32,True,-126;
12:52:34,12:52:34,False,*;
12:52:38,12:52:38,True,-123;
12:52:40,12:52:40,True,-118;
12:52:42,12:52:42,True,-120;
